DATE,SITE_TYPE,SITE_NUMBER,SITE_ID,SPECIES_CODE,PERCENT_PLANT_IN_PLOT,CANOPY_DIA_1_CM,CANOPY_DIA_2_CM,PLANT_HT_CM,HT_TO_TALLEST_BUDSCAR_CM,MICROPLOT_ID,NUMBER_STEMS_IN_MICROPLOT,PERCENT_DEAD,GENUS
2013-08-02T00:00:00Z,WC,11,WC11,SABE,100,20,15,30,25,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SABE,100,25,20,30,25,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SABE,25,180,155,110,105,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SABE,95,50,25,35,30,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SABE,100,30,25,30,25,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,25,25,30,20,S,4,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,15,15,30,25,S,1,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,20,10,20,15,S,1,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,125,70,85,80,S,7,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,20,10,25,20,S,1,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,30,15,25,20,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,50,10,5,10,10,NA,NA,0,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,5,5,5,5,E,1,0,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,20,15,15,10,E,3,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,30,20,55,50,E,3,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,20,10,35,30,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,60,40,80,70,NA,NA,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,10,30,20,35,25,NA,NA,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,25,10,20,15,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,30,20,50,50,W,2,0,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,5,40,30,50,45,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,45,20,25,20,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,50,30,70,60,NA,NA,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,35,15,30,25,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,20,15,55,50,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,35,25,35,30,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SADR,100,30,20,60,55,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,100,20,10,25,20,S,4,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,100,15,10,30,25,S,2,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,10,20,10,30,20,S,1,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,100,35,10,40,35,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,100,25,10,20,0,NA,NA,20,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,100,15,10,40,30,NA,NA,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,100,30,15,60,50,NA,NA,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,100,40,30,60,50,W,1,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,95,30,25,70,55,W,4,15,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,100,15,10,25,25,NA,NA,0,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,90,50,30,70,55,W,5,15,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAGE,100,15,15,35,30,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,5,25,25,35,30,S,1,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,80,20,20,25,20,S,4,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,100,10,5,15,5,NA,NA,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,100,15,5,15,10,S,1,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,100,15,5,30,25,S,2,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,100,45,15,45,35,S,1,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,100,10,10,15,10,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,5,240,140,160,155,E,3,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,75,330,220,170,160,E,4,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,75,NA,NA,NA,NA,N,25,NA,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,100,20,15,40,35,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,100,45,25,25,10,NA,NA,15,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,100,30,25,35,30,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,100,40,30,50,35,NA,NA,15,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,80,100,55,75,65,W,8,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAMO,100,15,10,40,0,NA,NA,40,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,35,20,30,25,S,9,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,95,35,15,30,25,S,4,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,30,20,30,25,S,5,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,15,5,15,10,S,2,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,15,5,25,20,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,80,20,5,30,25,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,45,10,60,50,NA,NA,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,90,35,25,30,25,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,75,60,60,55,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,15,10,25,20,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,20,5,15,15,E,2,0,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,50,40,55,45,N,4,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,30,10,45,40,N,2,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,25,15,35,30,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,25,15,40,35,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,35,20,45,35,W,5,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,40,35,70,60,NA,NA,10,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,30,15,35,30,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,11,WC11,SAPL,100,30,20,70,45,NA,NA,25,willow
2013-08-02T00:00:00Z,WC,12,WC12,DAFR,5,120,65,90,85,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,12,WC12,DAFR,100,25,20,30,25,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,12,WC12,SAGE,5,510,380,330,325,N,9,5,willow
2013-08-02T00:00:00Z,WC,12,WC12,SAGE,5,NA,NA,NA,NA,W,10,NA,willow
2013-08-02T00:00:00Z,WC,12,WC12,SAGE,40,60,30,95,60,W,3,35,willow
2013-08-02T00:00:00Z,WC,12,WC12,SAGE,50,140,80,150,140,W,5,10,willow
2013-08-02T00:00:00Z,WC,12,WC12,SAGE,100,80,55,100,75,W,4,25,willow
2013-08-02T00:00:00Z,WC,12,WC12,SAGE,100,170,135,160,155,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,12,WC12,SAGE,100,90,70,145,115,NA,NA,30,willow
2013-08-02T00:00:00Z,WC,12,WC12,SAGE,100,190,130,180,175,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,12,WC12,SAGE,95,275,250,240,235,E,17,5,willow
2013-08-02T00:00:00Z,WC,12,WC12,SAGE,100,10,10,25,15,NA,NA,10,willow
2013-07-31T00:00:00Z,WC,13,WC13,BEOC,5,270,250,280,260,NA,NA,20,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,110,65,65,60,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,55,30,50,45,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,30,20,55,50,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,45,35,40,35,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,40,20,50,45,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,30,25,55,50,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,70,50,50,45,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,95,60,55,50,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,35,20,60,55,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,65,25,60,55,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,95,60,75,70,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,35,15,65,60,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,5,105,80,75,70,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,5,75,45,80,75,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,100,95,75,85,80,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,DAFR,80,130,100,80,75,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,POTR,100,50,20,40,30,NA,NA,10,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,POTR,100,55,35,70,50,NA,NA,20,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,POTR,100,55,40,70,55,NA,NA,15,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,POTR,100,15,10,45,40,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,POTR,100,15,10,40,35,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,POTR,100,15,15,45,35,NA,NA,10,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,POTR,100,35,20,70,65,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,POTR,100,40,25,65,60,NA,NA,5,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,POTR,50,25,10,50,40,NA,NA,10,nonwillow
2013-07-31T00:00:00Z,WC,13,WC13,SAGE,100,40,30,85,50,NA,NA,35,willow
2013-07-31T00:00:00Z,WC,13,WC13,SAGE,100,45,30,70,60,NA,NA,10,willow
2013-07-31T00:00:00Z,WC,13,WC13,SAMO,100,100,90,105,95,NA,NA,10,willow
2013-07-31T00:00:00Z,WC,13,WC13,SAMO,10,250,130,270,255,E,4,15,willow
2013-07-31T00:00:00Z,WC,13,WC13,SAMO,100,50,20,55,40,NA,NA,15,willow
2013-07-31T00:00:00Z,WC,13,WC13,SAMO,100,80,60,100,90,NA,NA,10,willow
2013-07-31T00:00:00Z,WC,13,WC13,SAMO,100,125,105,105,90,W,5,15,willow
2013-07-31T00:00:00Z,WC,13,WC13,SAMO,85,110,90,90,80,NA,NA,10,willow
2013-07-31T00:00:00Z,WC,13,WC13,SAMO,100,45,35,70,60,S,4,10,willow
2013-07-31T00:00:00Z,WC,13,WC13,SAMO,100,135,110,140,120,S,10,20,willow
2013-07-31T00:00:00Z,WC,13,WC13,SAPL,50,35,25,65,55,S,2,10,willow
2013-08-06T00:00:00Z,WC,14,WC14,SADR,100,50,20,65,30,E,3,35,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAGE,100,10,5,40,20,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,14,WC14,SALA,95,160,125,105,95,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,14,WC14,SALA,100,95,50,70,60,S,5,10,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,10,10,30,20,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,70,20,50,10,NA,NA,40,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,55,35,60,40,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,30,15,40,25,N,4,15,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,40,20,65,25,N,7,40,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,15,10,25,15,N,1,10,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,10,5,20,15,N,1,5,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,80,30,60,40,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,45,25,65,30,NA,NA,35,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,70,55,53,55,15,E,3,40,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,30,15,60,40,E,4,20,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,50,10,60,20,E,6,40,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,20,10,30,10,E,2,20,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,40,10,60,55,E,6,5,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,95,30,10,50,25,E,3,25,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,95,35,85,55,NA,NA,30,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,40,10,55,50,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,25,10,70,25,NA,NA,45,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,25,15,55,15,NA,NA,40,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,15,10,40,10,NA,NA,30,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,45,35,85,35,NA,NA,50,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,25,15,25,20,NA,NA,5,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,15,10,40,15,NA,NA,25,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,50,45,60,30,NA,NA,30,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,35,25,15,40,20,NA,NA,20,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,15,10,20,10,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,30,20,50,40,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,40,15,65,20,NA,NA,45,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,20,15,25,15,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,100,25,10,50,25,NA,NA,25,willow
2013-08-06T00:00:00Z,WC,14,WC14,SAMO,95,60,35,70,35,S,6,35,willow
2013-08-02T00:00:00Z,WC,15,WC15,DAFR,90,105,90,80,75,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,15,WC15,DAFR,95,120,90,100,95,NA,NA,5,nonwillow
2013-08-02T00:00:00Z,WC,15,WC15,DAFR,40,70,35,60,50,NA,NA,10,nonwillow
2013-08-02T00:00:00Z,WC,15,WC15,SAGE,100,20,10,20,15,NA,NA,5,willow
2013-08-02T00:00:00Z,WC,15,WC15,SAMO,100,45,30,70,0,W,2,70,willow
2013-08-02T00:00:00Z,WC,15,WC15,SAMO,100,20,15,30,5,NA,NA,25,willow
2013-08-02T00:00:00Z,WC,15,WC15,SAMO,100,75,50,80,70,NA,NA,10,willow
2013-08-02T00:00:00Z,WC,15,WC15,SAMO,40,105,100,135,120,NA,NA,15,willow
2013-08-02T00:00:00Z,WC,15,WC15,SAMO,50,90,60,70,50,NA,NA,20,willow
2013-08-02T00:00:00Z,WC,15,WC15,SAPL,100,105,70,105,95,NA,NA,10,willow
2013-08-02T00:00:00Z,WC,15,WC15,SAPL,95,200,160,160,140,E,25,20,willow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,30,25,65,50,NA,NA,15,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,20,10,20,20,NA,NA,0,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,20,10,30,25,NA,NA,5,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,10,5,40,35,NA,NA,5,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,50,45,40,40,NA,NA,0,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,10,5,30,25,NA,NA,5,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,25,10,25,20,NA,NA,5,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,20,10,70,60,NA,NA,10,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,10,5,30,25,NA,NA,5,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,25,15,25,20,NA,NA,5,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,15,5,35,30,NA,NA,5,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,15,10,40,40,NA,NA,0,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,30,30,50,40,NA,NA,10,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,30,10,40,35,NA,NA,5,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,10,5,35,30,NA,NA,5,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,35,20,60,60,NA,NA,0,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,10,10,50,50,NA,NA,0,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,5,10,30,25,NA,NA,5,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,DAFR,100,20,15,60,50,NA,NA,10,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,ROWO,100,15,10,40,30,NA,NA,10,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,ROWO,100,5,5,30,20,NA,NA,10,nonwillow
2013-06-26T00:00:00Z,WC,16,WC16,SAMO,100,50,25,70,60,NA,NA,10,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAMO,100,25,20,45,35,NA,NA,10,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAMO,100,30,10,75,70,NA,NA,5,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,70,135,125,100,90,S,15,10,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,100,50,40,65,60,N,38,5,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,100,65,40,65,50,S,17,15,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,100,75,50,80,70,S,2,10,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,5,115,75,90,80,NA,NA,10,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,100,20,15,55,50,N,4,5,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,100,100,60,60,45,NA,NA,15,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,100,30,30,40,35,N,5,5,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,100,70,50,55,45,S,2,10,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,100,60,35,70,45,E,10,25,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,100,90,65,85,80,N,44,5,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,100,55,35,65,60,N,1,5,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,100,280,170,140,130,W,5,10,willow
2013-06-26T00:00:00Z,WC,16,WC16,SAPL,35,190,155,115,110,W,20,5,willow
2013-07-25T00:00:00Z,WC,17,WC17,ALIN,95,150,70,195,190,NA,NA,5,nonwillow
2013-07-25T00:00:00Z,WC,17,WC17,ALIN,90,105,55,170,120,NA,NA,50,nonwillow
2013-07-25T00:00:00Z,WC,17,WC17,SAGE,100,25,15,60,50,N,3,10,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAGE,100,35,20,40,25,N,3,15,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAGE,100,25,20,30,20,NA,NA,10,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,80,50,25,90,80,NA,NA,10,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,35,20,45,40,NA,NA,5,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,60,35,35,25,NA,NA,10,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,60,50,90,60,N,13,30,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,45,15,55,45,N,7,10,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,80,35,20,65,60,N,7,5,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,50,25,65,55,N,3,10,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,10,70,45,105,55,NA,NA,50,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,90,30,15,50,40,NA,NA,10,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,60,35,35,25,N,4,10,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,45,15,50,40,NA,NA,10,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,60,100,75,115,105,NA,NA,10,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,20,50,50,55,80,NA,NA,-25,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,10,300,200,250,220,W,10,30,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,30,30,65,45,NA,NA,20,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,15,15,25,20,NA,NA,5,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,45,20,70,40,NA,NA,30,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,10,60,45,140,110,E,2,30,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,120,55,100,80,W,22,20,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,50,45,70,50,W,3,20,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,110,45,50,20,NA,NA,30,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,40,20,30,15,NA,NA,15,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,40,25,35,20,NA,NA,15,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,30,10,30,10,NA,NA,20,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,95,60,15,35,25,NA,NA,10,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,60,20,15,30,15,NA,NA,15,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,20,50,10,25,20,NA,NA,5,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,25,10,35,20,NA,NA,15,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,55,30,65,50,NA,NA,15,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,20,15,30,5,NA,NA,25,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,75,30,50,30,NA,NA,20,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,30,20,50,30,NA,NA,20,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,35,35,50,45,NA,NA,5,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,100,35,15,45,25,NA,NA,20,willow
2013-07-25T00:00:00Z,WC,17,WC17,SAMO,10,450,500,440,430,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,18,WC18,SAMO,10,70,20,60,40,E,4,20,willow
2013-08-06T00:00:00Z,WC,18,WC18,SAMO,100,20,20,35,0,E,4,35,willow
2013-08-06T00:00:00Z,WC,18,WC18,SAMO,90,20,15,35,25,NA,NA,10,willow
2013-08-06T00:00:00Z,WC,18,WC18,SAMO,75,40,20,50,10,NA,NA,40,willow
2013-08-06T00:00:00Z,WC,18,WC18,SAMO,100,10,10,60,0,NA,NA,60,willow
2013-08-06T00:00:00Z,WC,18,WC18,SAMO,100,70,60,70,40,N,3,30,willow
2013-08-06T00:00:00Z,WC,18,WC18,SAMO,100,40,20,55,35,N,7,20,willow
2013-08-06T00:00:00Z,WC,18,WC18,SAMO,100,25,10,45,0,NA,NA,45,willow
2013-08-06T00:00:00Z,WC,18,WC18,SAMO,50,35,10,40,0,NA,NA,40,willow
2013-08-06T00:00:00Z,WC,18,WC18,SAPL,10,60,30,60,30,S,3,30,willow
2013-06-27T00:00:00Z,WC,19,WC19,SABE,40,65,45,170,165,W,1,5,willow
2013-06-27T00:00:00Z,WC,19,WC19,SABE,25,390,370,410,400,W,6,10,willow
2013-06-27T00:00:00Z,WC,19,WC19,SABE,80,140,45,240,235,E,1,5,willow
2013-06-27T00:00:00Z,WC,19,WC19,SAGE,100,25,15,45,40,N,1,5,willow
2013-06-27T00:00:00Z,WC,19,WC19,SAGE,1,60,15,60,55,N,1,5,willow
2013-06-27T00:00:00Z,WC,19,WC19,SAMO,100,220,90,215,205,W,5,10,willow
2013-06-27T00:00:00Z,WC,19,WC19,SAMO,20,100,70,205,200,W,3,5,willow
2013-06-27T00:00:00Z,WC,19,WC19,SAMO,75,490,350,310,305,S,30,5,willow
2013-06-27T00:00:00Z,WC,19,WC19,SAMO,50,370,310,350,345,E,22,5,willow
2013-06-27T00:00:00Z,WC,20,WC20,SAMO,100,80,40,65,55,NA,NA,10,willow
2013-06-27T00:00:00Z,WC,20,WC20,SAMO,100,25,10,40,30,NA,NA,10,willow
2013-06-27T00:00:00Z,WC,20,WC20,SAMO,100,15,10,30,25,NA,NA,5,willow
2013-06-27T00:00:00Z,WC,20,WC20,SAMO,100,15,15,40,30,NA,NA,10,willow
2013-06-27T00:00:00Z,WC,20,WC20,SAMO,100,50,30,50,35,NA,NA,15,willow
2013-06-27T00:00:00Z,WC,20,WC20,SAMO,50,40,10,40,35,NA,NA,5,willow
2013-06-27T00:00:00Z,WC,20,WC20,SAMO,100,20,5,25,15,NA,NA,10,willow
2013-06-27T00:00:00Z,WC,20,WC20,SAMO,100,35,30,75,70,NA,NA,5,willow
2013-06-27T00:00:00Z,WC,20,WC20,SAMO,100,40,10,55,40,NA,NA,15,willow
2013-06-27T00:00:00Z,WC,20,WC20,SAMO,100,15,5,55,45,NA,NA,10,willow
2013-06-27T00:00:00Z,WC,20,WC20,SAMO,100,15,10,15,0,E,1,15,willow
